| UFV02 | 2.1 | CCTV_ORE_01 | 327+675 | Cámara Estación | Derecha | PK327+675 Derecha | EQUIPO ITS | CCTV Fija | SWA_ORE_01 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_06 | 441+990 | Cámara Interior Taller 01 | Derecha | PK441+990 Derecha | EQUIPO ITS | CCTV Fija | SWA_BER_SEC_03 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_07 | 442+010 | Cámara Interior Taller 02 | Derecha | PK442+010 Derecha | EQUIPO ITS | CCTV Fija | SWA_BER_SEC_03 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_08 | 441+932 | Cámara CCO Sala Control | Centro | PK441+932 Centro | EQUIPO ITS | CCTV Fija | SWA_BER_SEC_04 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_09 | 441+932 | Cámara CCO Datacenter | Centro | PK441+932 Centro | EQUIPO ITS | CCTV Fija | SWA_BER_SEC_04 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_10 | 442+050 | Cámara Perímetro Este | Derecha | PK442+050 Derecha | EQUIPO ITS | CCTV PTZ | SWA_BER_SEC_01 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_11 | 442+080 | Cámara Perímetro Sur | Izquierda | PK442+080 Izquierda | EQUIPO ITS | CCTV PTZ | SWA_BER_SEC_01 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_12 | 441+880 | Cámara Perímetro Oeste | Izquierda | PK441+880 Izquierda | EQUIPO ITS | CCTV PTZ | SWA_BER_SEC_01 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CCTV_BER_TERMICA_01 | 441+932 | Cámara Térmica Perímetro | Centro | PK441+932 Centro | EQUIPO ITS | CCTV Térmica | SWA_BER_SEC_01 | TIPO 2 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CONTROL_ACCESO_BER_01 | 441+900 | Control Acceso Principal | Centro | PK441+900 Centro | SEGURIDAD | Biométrico | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CONTROL_ACCESO_BER_02 | 441+932 | Control Acceso CCO | Centro | PK441+932 Centro | SEGURIDAD | Biométrico | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CONTROL_ACCESO_BER_03 | 441+970 | Control Acceso Taller | Derecha | PK441+970 Derecha | SEGURIDAD | Biométrico | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | CONTROL_ACCESO_BER_04 | 441+932 | Control Acceso Datacenter | Centro | PK441+932 Centro | SEGURIDAD | Biométrico | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DETECCION_INCENDIO_BER_01 | 441+932 | Sistema Detección CCO | Centro | PK441+932 Centro | SEGURIDAD | Det. Incendio + Supresión | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DETECCION_INCENDIO_BER_02 | 441+932 | Sistema Detección Datacenter | Centro | PK441+932 Centro | SEGURIDAD | Det. Incendio + FM-200 | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DETECCION_INCENDIO_BER_03 | 441+970 | Sistema Detección Taller | Derecha | PK441+970 Derecha | SEGURIDAD | Det. Incendio + Rociadores | SWA_BER_SEC_04 | TIPO 3 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | BALIZA_BER_01 | 441+932 | Baliza Entrada Estación | Centro | PK441+932 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DESVIO_BER_01 | 441+980 | Desvío Acceso Taller 01 | Derecha | PK441+980 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DESVIO_BER_02 | 442+020 | Desvío Acceso Taller 02 | Derecha | PK442+020 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DESVIO_BER_03 | 442+050 | Desvío Apartadero Norte | Izquierda | PK442+050 Izquierda | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV40/41 | 2.1/2.2 | DESVIO_BER_04 | 442+100 | Desvío Apartadero Sur | Derecha | PK442+100 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV40/41 | 2.1/2.2 | SEÑAL_BER_01 | 442+150 | Señal Salida Norte | Derecha | PK442+150 Derecha | SEÑALIZACION | Señal LED Principal | N/A | TIPO 6 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | BALIZA_BER_SALIDA | 442+150 | Baliza Salida Complejo | Centro | PK442+150 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV40/41 | 2.1/2.2 | ESTACIONAMIENTO_MATERIAL_RODANTE | 442+000 | Zona Estacionamiento Trenes | Derecha | PK442+000 Derecha | INFRAESTRUCTURA | Patio Estacionamiento | N/A | N/A | TBD | TBD |
| UFV41 | 2.2 | BALIZA_445 | 445+000 | Baliza Kilometraje | Centro | PK445+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV41 | 2.2 | WILD_03_POST_BERMEJO | 445+000 | Detector Impactos Rueda 03 | Centro | PK445+000 Centro | EQUIPO ITS | WILD Sistema | SWA_WILD_03 | TIPO 4 | TBD | TBD |
| UFV41 | 2.2 | EMPALME_FO_18 | 448+000 | Empalme Fibra Óptica | Derecha | PK448+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV41 | 2.2 | BALIZA_450 | 450+000 | Baliza Kilometraje | Centro | PK450+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV41 | 2.2 | HBD_04_POST_BERMEJO | 450+000 | Detector Caja Caliente 04 | Centro | PK450+000 Centro | EQUIPO ITS | HBD Sistema | SWA_HBD_04 | TIPO 4 | TBD | TBD |
| UFV41 | 2.2 | BALIZA_455 | 455+000 | Baliza Kilometraje | Centro | PK455+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV41 | 2.2 | SEÑAL_INT_12 | 458+000 | Señal Intermedia | Derecha | PK458+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV41 | 2.2 | BALIZA_458 | 458+000 | Baliza Señal | Centro | PK458+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_460 | 460+000 | Baliza Kilometraje | Centro | PK460+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | EMPALME_FO_19 | 460+000 | Empalme Fibra Óptica | Izquierda | PK460+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | ESTACION_PUERTO_SOGAMOSO | 462+520 | Estación Principal Pto. Sogamoso | Centro | PK462+520 Centro | EDIFICACION | Estación Clase A | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | SE_PUERTO_SOGAMOSO | 462+520 | Subestación Eléctrica | Derecha | PK462+520 Derecha | ENERGIA | Subestación MT/BT | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | CTC_PUERTO_SOGAMOSO | 462+520 | Puesto Control CTC | Centro | PK462+520 Centro | CONTROL | CTC Local | SWA_PSO_01 | TIPO 7 | TBD | TBD |
| UFV44 | 2.2 | EBT_14_PUERTO_SOGAMOSO | 462+520 | Estación Base TETRA 14 | Derecha | PK462+520 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_PSO_01 | TIPO 5 | TBD | TBD |
| UFV44 | 2.2 | CCTV_PSO_01 | 462+550 | Cámara Entrada | Derecha | PK462+550 Derecha | EQUIPO ITS | CCTV PTZ | SWA_PSO_02 | TIPO 2 | TBD | TBD |
| UFV44 | 2.2 | CCTV_PSO_02 | 462+600 | Cámara Andén | Izquierda | PK462+600 Izquierda | EQUIPO ITS | CCTV Fija | SWA_PSO_02 | TIPO 2 | TBD | TBD |
| UFV44 | 2.2 | SAI_PUERTO_SOGAMOSO | 462+520 | UPS Estación | Centro | PK462+520 Centro | ENERGIA | UPS 30kVA | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | NODO_FO_PUERTO_SOGAMOSO | 462+520 | Nodo Fibra Óptica Distribución | Centro | PK462+520 Centro | TELECOMUNICACIONES | ODF 48 hilos | SWA_PSO_01 | TIPO 5 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_PSO_01 | 462+520 | Baliza Entrada | Centro | PK462+520 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | DESVIO_PSO_01 | 462+650 | Desvío Apartadero | Derecha | PK462+650 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | SEÑAL_PROT_SOG_01 | 465+000 | Señal Protección Puente Sogamoso | Derecha | PK465+000 Derecha | SEÑALIZACION | Señal LED Principal | N/A | TIPO 6 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_465 | 465+000 | Baliza Kilometraje | Centro | PK465+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_PROT_SOG_01 | 465+150 | Baliza Protección | Centro | PK465+150 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | PUENTE_RIO_SOGAMOSO_INICIO | 465+200 | Puente Río Sogamoso - Inicio | Centro | PK465+200 Centro | INFRAESTRUCTURA | Puente Prioritario | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | CCTV_SOG_01 | 465+200 | Cámara Puente Entrada | Derecha | PK465+200 Derecha | EQUIPO ITS | CCTV PTZ | SWA_SOG_01 | TIPO 2 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_SOG_ENTRADA | 465+200 | Baliza Entrada Puente | Centro | PK465+200 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | DETECTOR_SISMICO_SOG_01 | 465+250 | Detector Sísmico | Centro | PK465+250 Centro | EQUIPO ITS | Detector Sísmico | SWA_SOG_01 | TIPO 4 | TBD | TBD |
| UFV44 | 2.2 | CCTV_SOG_02 | 465+280 | Cámara Puente Centro | Izquierda | PK465+280 Izquierda | EQUIPO ITS | CCTV PTZ | SWA_SOG_01 | TIPO 2 | TBD | TBD |
| UFV44 | 2.2 | DETECTOR_SOCAVACION_SOG | 465+300 | Detector Socavación | Centro | PK465+300 Centro | EQUIPO ITS | Detector Socavación | SWA_SOG_01 | TIPO 4 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_SOG_SALIDA | 465+353 | Baliza Salida Puente | Centro | PK465+353 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | PUENTE_RIO_SOGAMOSO_FIN | 465+353 | Puente Río Sogamoso - Fin | Centro | PK465+353 Centro | INFRAESTRUCTURA | Puente Prioritario | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | CCTV_SOG_03 | 465+353 | Cámara Puente Salida | Derecha | PK465+353 Derecha | EQUIPO ITS | CCTV PTZ | SWA_SOG_01 | TIPO 2 | TBD | TBD |
| UFV44 | 2.2 | SEÑAL_PROT_SOG_02 | 465+450 | Señal Protección Puente | Derecha | PK465+450 Derecha | SEÑALIZACION | Señal LED Principal | N/A | TIPO 6 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_470 | 470+000 | Baliza Kilometraje | Centro | PK470+000 Centro | CONTROL | EurobaliseReintentarDZContinuar| N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | EMPALME_FO_20 | 472+000 | Empalme Fibra Óptica | Derecha | PK472+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | BALIZA_475 | 475+000 | Baliza Kilometraje | Centro | PK475+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | SEÑAL_INT_13 | 478+000 | Señal Intermedia | Derecha | PK478+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_478 | 478+000 | Baliza Señal | Centro | PK478+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_480 | 480+000 | Baliza Kilometraje | Centro | PK480+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | EMPALME_FO_21 | 485+000 | Empalme Fibra Óptica | Izquierda | PK485+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV44 | 2.2 | BALIZA_485 | 485+000 | Baliza Kilometraje | Centro | PK485+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_490 | 490+000 | Baliza Kilometraje | Centro | PK490+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | SEÑAL_INT_14 | 493+000 | Señal Intermedia | Derecha | PK493+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_493 | 493+000 | Baliza Señal | Centro | PK493+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | BALIZA_495 | 495+000 | Baliza Kilometraje | Centro | PK495+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV44 | 2.2 | EMPALME_FO_22 | 498+000 | Empalme Fibra Óptica | Derecha | PK498+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV45 | 2.2 | BALIZA_500 | 500+000 | Baliza Kilometraje | Centro | PK500+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV45 | 2.2 | ESTACION_ELOY_VALENZUELA | 501+933 | Estación Menor | Centro | PK501+933 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV45 | 2.2 | EBT_15_ELOY_VALENZUELA | 501+933 | Estación Base TETRA 15 | Derecha | PK501+933 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_ELO_01 | TIPO 5 | TBD | TBD |
| UFV45 | 2.2 | CCTV_ELO_01 | 501+933 | Cámara Estación | Derecha | PK501+933 Derecha | EQUIPO ITS | CCTV Fija | SWA_ELO_01 | TIPO 2 | TBD | TBD |
| UFV45 | 2.2 | BALIZA_ELO_01 | 501+933 | Baliza Entrada | Centro | PK501+933 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV45 | 2.2 | BALIZA_505 | 505+000 | Baliza Kilometraje | Centro | PK505+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV45 | 2.2 | BALIZA_510 | 510+000 | Baliza Kilometraje | Centro | PK510+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV45 | 2.2 | EMPALME_FO_23 | 510+000 | Empalme Fibra Óptica | Izquierda | PK510+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV45 | 2.2 | SEÑAL_INT_15 | 513+000 | Señal Intermedia | Derecha | PK513+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV45 | 2.2 | BALIZA_513 | 513+000 | Baliza Señal | Centro | PK513+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV46 | 2.2 | BALIZA_515 | 515+000 | Baliza Kilometraje | Centro | PK515+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV46 | 2.2 | ESTACION_SAN_RAFAEL | 516+490 | Estación Principal | Centro | PK516+490 Centro | EDIFICACION | Estación Clase A | N/A | N/A | TBD | TBD |
| UFV46 | 2.2 | SE_SAN_RAFAEL | 516+490 | Subestación Eléctrica | Derecha | PK516+490 Derecha | ENERGIA | Subestación MT/BT | N/A | N/A | TBD | TBD |
| UFV46 | 2.2 | CTC_SAN_RAFAEL | 516+490 | Puesto Control CTC | Centro | PK516+490 Centro | CONTROL | CTC Local | SWA_SRA_01 | TIPO 7 | TBD | TBD |
| UFV46 | 2.2 | EBT_16_SAN_RAFAEL | 516+490 | Estación Base TETRA 16 | Derecha | PK516+490 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_SRA_01 | TIPO 5 | TBD | TBD |
| UFV46 | 2.2 | CCTV_SRA_01 | 516+520 | Cámara Entrada | Derecha | PK516+520 Derecha | EQUIPO ITS | CCTV PTZ | SWA_SRA_02 | TIPO 2 | TBD | TBD |
| UFV46 | 2.2 | CCTV_SRA_02 | 516+570 | Cámara Andén | Izquierda | PK516+570 Izquierda | EQUIPO ITS | CCTV Fija | SWA_SRA_02 | TIPO 2 | TBD | TBD |
| UFV46 | 2.2 | SAI_SAN_RAFAEL | 516+490 | UPS Estación | Centro | PK516+490 Centro | ENERGIA | UPS 30kVA | N/A | N/A | TBD | TBD |
| UFV46 | 2.2 | NODO_FO_SAN_RAFAEL | 516+490 | Nodo Fibra Óptica | Centro | PK516+490 Centro | TELECOMUNICACIONES | ODF 48 hilos | SWA_SRA_01 | TIPO 5 | TBD | TBD |
| UFV46 | 2.2 | BALIZA_SRA_01 | 516+490 | Baliza Entrada | Centro | PK516+490 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV46 | 2.2 | DESVIO_SRA_01 | 516+600 | Desvío Apartadero | Derecha | PK516+600 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV46 | 2.2 | BALIZA_520 | 520+000 | Baliza Kilometraje | Centro | PK520+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV46 | 2.2 | EMPALME_FO_24 | 522+000 | Empalme Fibra Óptica | Derecha | PK522+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV46 | 2.2 | BALIZA_525 | 525+000 | Baliza Kilometraje | Centro | PK525+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV46 | 2.2 | SEÑAL_INT_16 | 528+000 | Señal Intermedia | Derecha | PK528+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV46 | 2.2 | BALIZA_528 | 528+000 | Baliza Señal | Centro | PK528+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV46 | 2.2 | BALIZA_530 | 530+000 | Baliza Kilometraje | Centro | PK530+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV47 | 2.2 | ESTACION_SAN_ALBERTO | 533+275 | Estación Menor | Centro | PK533+275 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV47 | 2.2 | EBT_17_SAN_ALBERTO | 533+275 | Estación Base TETRA 17 | Derecha | PK533+275 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_SAL_01 | TIPO 5 | TBD | TBD |
| UFV47 | 2.2 | CCTV_SAL_01 | 533+275 | Cámara Estación | Derecha | PK533+275 Derecha | EQUIPO ITS | CCTV Fija | SWA_SAL_01 | TIPO 2 | TBD | TBD |
| UFV47 | 2.2 | BALIZA_SAL_01 | 533+275 | Baliza Entrada | Centro | PK533+275 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV47 | 2.2 | EMPALME_FO_25 | 535+000 | Empalme Fibra Óptica | Izquierda | PK535+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV47 | 2.2 | BALIZA_535 | 535+000 | Baliza Kilometraje | Centro | PK535+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV47 | 2.2 | BALIZA_540 | 540+000 | Baliza Kilometraje | Centro | PK540+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV47 | 2.2 | SEÑAL_INT_17 | 543+000 | Señal Intermedia | Derecha | PK543+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV47 | 2.2 | BALIZA_543 | 543+000 | Baliza Señal | Centro | PK543+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV47 | 2.2 | BALIZA_545 | 545+000 | Baliza Kilometraje | Centro | PK545+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV47 | 2.2 | EMPALME_FO_26 | 548+000 | Empalme Fibra Óptica | Derecha | PK548+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV48 | 2.2 | BALIZA_550 | 550+000 | Baliza Kilometraje | Centro | PK550+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV48 | 2.2 | ESTACION_SAN_JOSE | 552+750 | Estación Menor | Centro | PK552+750 Centro | EDIFICACION | Apeadero | N/A | N/A | TBD | TBD |
| UFV48 | 2.2 | EBT_18_SAN_JOSE | 552+750 | Estación Base TETRA 18 | Derecha | PK552+750 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_SJO_01 | TIPO 5 | TBD | TBD |
| UFV48 | 2.2 | CCTV_SJO_01 | 552+750 | Cámara Estación | Derecha | PK552+750 Derecha | EQUIPO ITS | CCTV Fija | SWA_SJO_01 | TIPO 2 | TBD | TBD |
| UFV48 | 2.2 | BALIZA_SJO_01 | 552+750 | Baliza Entrada | Centro | PK552+750 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV48 | 2.2 | BALIZA_555 | 555+000 | Baliza Kilometraje | Centro | PK555+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV48 | 2.2 | BALIZA_560 | 560+000 | Baliza Kilometraje | Centro | PK560+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV48 | 2.2 | EMPALME_FO_27 | 560+000 | Empalme Fibra Óptica | Izquierda | PK560+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV48 | 2.2 | SEÑAL_INT_18 | 563+000 | Señal Intermedia | Derecha | PK563+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV48 | 2.2 | BALIZA_563 | 563+000 | Baliza Señal | Centro | PK563+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV48 | 2.2 | HBD_05_PRE_LUCIA | 565+000 | Detector Caja Caliente 05 | Centro | PK565+000 Centro | EQUIPO ITS | HBD Sistema | SWA_HBD_05 | TIPO 4 | TBD | TBD |
| UFV48 | 2.2 | BALIZA_565 | 565+000 | Baliza Kilometraje | Centro | PK565+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | ESTACION_SANTA_LUCIA | 569+800 | Estación Principal | Centro | PK569+800 Centro | EDIFICACION | Estación Clase A | N/A | N/A | TBD | TBD |
| UFV49 | 2.2 | SE_SANTA_LUCIA | 569+800 | Subestación Eléctrica | Derecha | PK569+800 Derecha | ENERGIA | Subestación MT/BT | N/A | N/A | TBD | TBD |
| UFV49 | 2.2 | CTC_SANTA_LUCIA | 569+800 | Puesto Control CTC | Centro | PK569+800 Centro | CONTROL | CTC Local | SWA_SLU_01 | TIPO 7 | TBD | TBD |
| UFV49 | 2.2 | RBC_04_SANTA_LUCIA | 569+800 | Radio Block Center 04 | Centro | PK569+800 Centro | CONTROL | RBC ETCS L2 | SWA_SLU_01 | TIPO 7 | TBD | TBD |
| UFV49 | 2.2 | EBT_19_SANTA_LUCIA | 569+800 | Estación Base TETRA 19 | Derecha | PK569+800 Derecha | TELECOMUNICACIONES | TETRA BS | SWA_SLU_01 | TIPO 5 | TBD | TBD |
| UFV49 | 2.2 | CCTV_SLU_01 | 569+850 | Cámara Entrada | Derecha | PK569+850 Derecha | EQUIPO ITS | CCTV PTZ | SWA_SLU_02 | TIPO 2 | TBD | TBD |
| UFV49 | 2.2 | CCTV_SLU_02 | 569+900 | Cámara Andén | Izquierda | PK569+900 Izquierda | EQUIPO ITS | CCTV Fija | SWA_SLU_02 | TIPO 2 | TBD | TBD |
| UFV49 | 2.2 | SAI_SANTA_LUCIA | 569+800 | UPS Estación | Centro | PK569+800 Centro | ENERGIA | UPS 40kVA | N/A | N/A | TBD | TBD |
| UFV49 | 2.2 | NODO_FO_SANTA_LUCIA | 569+800 | Nodo Fibra Óptica Distribución | Centro | PK569+800 Centro | TELECOMUNICACIONES | ODF 48 hilos | SWA_SLU_01 | TIPO 5 | TBD | TBD |
| UFV49 | 2.2 | BALIZA_SLU_01 | 569+800 | Baliza Entrada | Centro | PK569+800 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | DESVIO_SLU_01 | 569+950 | Desvío Apartadero | Derecha | PK569+950 Derecha | VIA | Desvío Motorizado | N/A | N/A | TBD | TBD |
| UFV49 | 2.2 | BALIZA_570 | 570+000 | Baliza Kilometraje | Centro | PK570+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | EMPALME_FO_28 | 572+000 | Empalme Fibra Óptica | Derecha | PK572+000 Derecha | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV49 | 2.2 | BALIZA_575 | 575+000 | Baliza Kilometraje | Centro | PK575+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | BALIZA_580 | 580+000 | Baliza Kilometraje | Centro | PK580+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | SEÑAL_INT_19 | 583+000 | Señal Intermedia | Derecha | PK583+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
| UFV49 | 2.2 | BALIZA_583 | 583+000 | Baliza Señal | Centro | PK583+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | EMPALME_FO_29 | 585+000 | Empalme Fibra Óptica | Izquierda | PK585+000 Izquierda | TELECOMUNICACIONES | Caja Empalme | N/A | N/A | TBD | TBD |
| UFV49 | 2.2 | BALIZA_585 | 585+000 | Baliza Kilometraje | Centro | PK585+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | BALIZA_590 | 590+000 | Baliza Kilometraje | Centro | PK590+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | BALIZA_595 | 595+000 | Baliza Kilometraje | Centro | PK595+000 Centro | CONTROL | Eurobalise | N/A | TIPO 9 | TBD | TBD |
| UFV49 | 2.2 | SEÑAL_INT_20 | 598+000 | Señal Intermedia | Derecha | PK598+000 Derecha | SEÑALIZACION | Señal LED | N/A | TIPO 6 | TBD | TBD |
